id,name,type,frameType,description,level,atk,def,race,attribute,archetype
36415522,Performapal Pinch Helper,Trap Card,trap,"Once per turn  when an opponent's monster declares a direct attack: You can negate the attack  and if you do  Special Summon 1 ""Performapal"" monster from your Deck  but its effects are negated. When an attack is declared involving a monster you control and an opponent's monster: You can send this card to the Graveyard; you take no battle damage from that battle.",,,,Continuous,,Performapal
11481610,Performapal Popperup,Spell Card,spell,"Send up to 3 cards from your hand to the GY; draw that many cards  then you can Special Summon up to that many monsters from your hand  with different names  that are ""Performapal"" monsters  ""Magician"" Pendulum Monsters  and/or ""Odd-Eyes"" monsters  each with a Level between the Pendulum Scales of the 2 cards in your Pendulum Zones. If you did not Special Summon by this effect  you lose 1000 LP for each card in your hand. You can only activate 1 ""Performapal Popperup"" per turn.",,,,Normal,,Performapal
71863024,Performapal Radish Horse,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  Once per turn: You can target 1 face-up monster your opponent controls  and 1 ""Performapal"" monster you control; that opponent's monster loses ATK equal to the ATK of that ""Performapal"" monster you control (even if this card leaves the field). [ Monster Effect ]  If your opponent controls a Special Summoned monster  and controls at least as many monsters as you  you can Special Summon this card (from your hand). Once per turn: You can target 1 face-up monster on each player's field; until the end of this turn  that opponent's monster loses ATK equal to this card's ATK  and if it does  that monster you control gains ATK equal to this card's ATK.",4,500,2000,Plant,EARTH,Performapal
16617334,Performapal Rain Goat,Effect Monster,effect,"When a card or effect is activated that would inflict damage to you (Quick Effect): You can discard this card; make that effect damage to you 0. During the Main Phase (Quick Effect): You can discard this card  then target 1 ""Performapal"" or ""Odd-Eyes"" card you control; this turn  it cannot be destroyed by battle or card effects.",1,0,0,Beast,WATER,Odd-Eyes
71705144,Performapal Recasting,Spell Card,spell,"Reveal any number of ""Performapal"" monsters from your hand and shuffle them into the Deck  then draw cards equal to the number of cards you shuffled into the Deck +1. You can only activate 1 ""Performapal Recasting"" per turn.",,,,Normal,,Performapal
5672432,Performapal Revival,Trap Card,trap,"If a monster(s) you control is destroyed by battle or card effect: Special Summon 1 ""Performapal"" monster from your hand or Graveyard.",,,,Normal,,Performapal
36527535,Performapal Revue Dancer,Effect Monster,effect,"If your opponent controls a monster and you control no monsters  you can Special Summon this card (from your hand). This card can be treated as 2 Tributes for the Tribute Summon of a ""Performapal"" monster.",3,800,1000,Spellcaster,LIGHT,Performapal
44364077,Performapal Salutiger,Effect Monster,effect,"When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can add 1 ""Performapal"" Pendulum Monster from your Deck to your hand. You can only use this effect of ""Performapal Salutiger"" once per turn.",4,1700,500,Beast-Warrior,EARTH,Performapal
33833230,Performapal Seal Eel,Pendulum Effect Monster,effect_pendulum,[ Pendulum Effect ]  Once per turn: You can target 1 face-up monster your opponent controls; that face-up monster has its effects negated until the end of this turn (even if this card leaves the field). [ Monster Effect ]  When this card is Normal or Special Summoned: You can target 1 Set Spell/Trap Card your opponent controls; that Set card cannot be activated this turn. Neither player can activate cards or effects in response to this effect's activation.,1,100,100,Fish,WATER,Performapal
15978426,Performapal Secondonkey,Effect Monster,effect,"When this card is Normal or Special Summoned: You can send 1 ""Performapal"" monster from your Deck to the Graveyard  except ""Performapal Secondonkey"". If you have 2 cards in your Pendulum Zones  you can add it to your hand instead.",4,1000,2000,Beast,EARTH,Performapal
23377694,Performapal Sellshell Crab,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  Once per turn  when a ""Performapal"" monster you control is destroyed by battle: You can target 1 ""Performapal"" or ""Odd-Eyes"" card in your Pendulum Zone; Special Summon it. [ Monster Effect ]  Once per turn: You can target 1 Pendulum Monster you control; it gains 300 ATK for each ""Performapal"" monster you currently control  until the end of this turn.",5,500,2500,Aqua,WATER,Performapal
92958307,Performapal Show Down,Trap Card,trap,Target any number of face-up monsters your opponent controls  up to the number of face-up Spell Cards you control; change those monsters to face-down Defense Position.,,,,Normal,,Performapal
26270847,Performapal Silver Claw,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  All ""Performapal"" monsters you control gain 300 ATK. [ Monster Effect ]  When this card declares an attack: All ""Performapal"" monsters you currently control gain 300 ATK  until the end of the Battle Phase.",4,1800,800,Beast,DARK,Performapal
42562690,Performapal Skeeter Skimmer,Effect Monster,effect,When this face-up Attack Position card is targeted for an attack: You can change this card to face-up Defense Position  and if you do  negate that attack.,4,500,1600,Insect,WATER,Performapal
40318957,Performapal Skullcrobat Joker,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  You cannot Pendulum Summon monsters  except ""Performapal"" monsters  ""Magician"" Pendulum Monsters  and ""Odd-Eyes"" monsters. This effect cannot be negated. [ Monster Effect ]  When this card is Normal Summoned: You can add 1 ""Performapal"" monster  ""Magician"" Pendulum Monster  or ""Odd-Eyes"" monster from your Deck to your hand  except ""Performapal Skullcrobat Joker"".",4,1800,100,Spellcaster,DARK,Magician
73734821,Performapal Sky Magician,Effect Monster,effect,"Once per turn  if you activate a Spell Card: This card gains 300 ATK. (Quick Effect): You can target 1 Continuous Spell you control; return it to the hand  then you can activate 1 ""Magician"" Continuous Spell from your hand. You can only use this effect of ""Performapal Sky Magician"" once per turn. If this face-up card leaves the field: You can target 1 card on the field; destroy it.",7,2500,2000,Spellcaster,WIND,Performapal
122520,Performapal Sky Pupil,Effect Monster,effect,"During either player's turn: You can return 1 Level 5 or higher ""Performapal"" monster you control to the hand; Special Summon this card from your hand. You can only use this effect of ""Performapal Sky Pupil"" once per turn. If this card battles an opponent's monster  that monster has its effects negated until the end of the Damage Step. Before damage calculation  if this card attacked an opponent's monster while you control another ""Performapal"" monster: You can destroy that opponent's monster.",3,800,800,Spellcaster,LIGHT,Performapal
20403123,Performapal Sleight Hand Magician,Effect Monster,effect,"You can Special Summon this card (from your hand) by Tributing 1 ""Performapal"" monster  except a Pendulum Monster. Once per turn: You can discard 1 card  then target 1 face-up card on the field; destroy it.",7,2500,2000,Spellcaster,LIGHT,Performapal
7799906,Performapal Smile Sorcerer,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  If a monster(s) you control whose current ATK is higher than its original ATK is destroyed by battle or card effect: You can Special Summon this card from your Pendulum Zone. You can only use this effect of ""Performapal Smile Sorcerer"" once per turn. [ Monster Effect ]  If this card is Normal or Special Summoned: You can add 1 ""Smile"" Spell/Trap from your Deck to your hand. If every monster you control is a ""Performapal"" or ""Odd-Eyes"" monster  or a ""Magician"" Pendulum Monster  and this card's current ATK is higher than its original ATK: You can draw cards equal to the number of monsters you control whose current ATK is higher than their original ATK  also you cannot Special Summon monsters for the rest of this turn. You can only use each effect of ""Performapal Smile Sorcerer"" once per turn.",8,2500,2000,Spellcaster,LIGHT,Performapal
22091345,Performapal Spikeagle,Effect Monster,effect,Once per turn: You can target 1 face-up monster you control; if it attacks a Defense Position monster this turn  inflict piercing battle damage to your opponent.,2,900,900,Winged Beast,WIND,Performapal
52963531,Performapal Splashmammoth,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  Once per turn  when a Fusion Monster(s) is Special Summoned to your side of the field (except during the Damage Step): You can Special Summon 1 face-up ""Odd-Eyes"" Pendulum Monster from your Extra Deck. [ Monster Effect ]  During your Main Phase: You can Fusion Summon 1 Dragon-Type Fusion Monster from your Extra Deck  using monsters you control as Fusion Materials. You can only use this effect of ""Performapal Splashmammoth"" once per Duel.",6,1900,2300,Beast,WATER,Performapal
128454,Performapal Springoose,Effect Monster,effect,"You can banish this card from your Graveyard  then target 2 cards among the Pendulum Monsters you control and/or the ""Magician"" and ""Performapal"" cards in your Pendulum Zone; return both to the hand. You can only use this effect of ""Performapal Springoose"" once per turn.",5,1100,2400,Winged Beast,WIND,Performapal
65195959,Performapal Stamp Turtle,Effect Monster,effect,Once per turn: You can target up to 2 face-up monsters on the field; increase their Levels by 1.,4,100,1800,Aqua,WATER,Performapal
93892436,Performapal Swincobra,Pendulum Effect Monster,effect_pendulum,[ Pendulum Effect ]  Once per turn  when a monster you control inflicts battle damage to your opponent: You can send the top card of your opponent's Deck to the Graveyard. [ Monster Effect ]  This card can attack your opponent directly. If this card attacks  it is changed to Defense Position at the end of the Battle Phase.,4,300,1800,Reptile,EARTH,Performapal
15452043,Performapal Sword Fish,Effect Monster,effect,If this card is Normal or Special Summoned: All monsters your opponent currently controls lose 600 ATK and DEF. If you Special Summon a monster(s) while you control this card: All monsters your opponent currently controls lose 600 ATK and DEF.,2,600,600,Fish,WATER,Performapal
29169993,Performapal Teeter Totter Hopper,Effect Monster,effect,"The first time this Special Summoned card would be destroyed by battle each turn  it is not destroyed. Once per turn  during your opponent's End Phase: You can target 1 Level 3 or lower ""Performapal"" monster in your Graveyard; send this card to the Graveyard  and if you do  add that monster to your hand. If a ""Performapal"" monster is sent from the hand to your Graveyard (except during the Damage Step)  while this card is in your Graveyard: You can Special Summon this card. You can only use this effect of ""Performapal Teeter Totter Hopper"" once per turn.",4,100,1200,Insect,EARTH,Performapal
70458081,Performapal Thunderhino,Effect Monster,effect,"Monsters your opponent controls cannot target face-up ""Performapal"" monsters for attacks  except this one. If a ""Performapal"" card(s) you control  except ""Performapal Thunderhino""  would be destroyed by battle or card effect while this card is in your Graveyard  you can banish this card instead.",3,200,1800,Rock,LIGHT,Performapal
43241495,Performapal Trampolynx,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  When you Pendulum Summon a monster(s): You can target 1 card in either player's Pendulum Zone; return it to the hand. You can only use this effect of ""Performapal Trampolynx"" once per turn. [ Monster Effect ]  When this card is Normal Summoned: You can target 1 card in either player's Pendulum Zone; return it to the hand.",2,300,300,Beast,EARTH,Performapal
42002073,Performapal Trump Girl,Pendulum Effect Monster,effect_pendulum,Once per turn: You can Fusion Summon 1 Fusion Monster from your Extra Deck  using monsters you control as Fusion Materials  including this card. If this card in the Pendulum Zone is destroyed: You can target 1 Dragon-Type Fusion Monster in your Graveyard; Special Summon it  but destroy it during the End Phase.,2,200,200,Spellcaster,DARK,Performapal
91584698,Performapal Trump Witch,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  Once per turn: You can Fusion Summon 1 Fusion Monster from your Extra Deck  using monsters you control as Fusion Materials. [ Monster Effect ]  You can Tribute this card; add 1 ""Polymerization"" from your Deck or Graveyard to your hand.",1,100,100,Spellcaster,DARK,Performapal
32787239,Performapal Trumpanda,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  Once per turn: You can increase this card's Pendulum Scale by 1 (max. 12). [ Monster Effect ]  When your Pendulum Monster is targeted for an attack: You can negate the attack. You can only use this effect of ""Performapal Trumpanda"" once per turn.",3,800,800,Beast,EARTH,Performapal
4239451,Performapal Turn Toad,Pendulum Effect Monster,effect_pendulum,[ Pendulum Effect ]  Once per turn: You can target 1 face-up monster on the field; switch its current ATK and DEF until the end of this turn. [ Monster Effect ]  Once per turn  during your Battle Phase (except during the Damage Step): You can target 1 monster you control; change its battle position  and if you do  switch its current ATK and DEF until the end of this turn.,2,0,800,Aqua,WATER,Performapal
220414,Performapal Turn Trooper,Effect Monster,effect,At the start of your Battle Phase: You can place 1 counter on this card (max. 2). This card gains the following effect  based on the number of counters on it.  ● 1: Once per turn  when an opponent's monster declares an attack: You can negate that attack.  ● 2: You can Tribute this card; banish all monsters on the field  until your opponent's 2nd End Phase.,4,1200,1200,Warrior,LIGHT,Performapal
73511233,Performapal U Go Golem,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  Once per turn  if a monster is Fusion Summoned to your field (except during the Damage Step): You can add 1 ""Performapal""  ""Odd-Eyes""  or ""Magician"" Pendulum Monster from your GY or face-up in your Extra Deck to your hand. [ Monster Effect ]  Once per turn  during your Main Phase  if this card was Pendulum Summoned this turn: You can Fusion Summon 1 Fusion Monster from your Extra Deck  using this card you control and Dragon monsters you control as Fusion Materials.",4,1600,1000,Fiend,DARK,Performapal
7714344,Performapal Uni,Effect Monster,effect,"Once per turn  during your Main Phase  if this card was Normal or Special Summoned this turn: You can Special Summon 1 Level 3 or lower ""Performapal"" monster from your hand in Attack Position. During your opponent's turn: You can banish 1 ""Performapal"" monster  except ""Performapal Uni""  and this card from your Graveyard; the next time you would take battle damage this turn  you do not (this is a Quick Effect).",4,800,1500,Beast-Warrior,LIGHT,Performapal
64450427,Performapal Whim Witch,Pendulum Effect Monster,effect_pendulum,"[ Pendulum Effect ]  If your opponent controls a face-up monster that was Special Summoned from the Extra Deck and you do not: You can Special Summon this card from your Pendulum Zone. You can only use this effect of ""Performapal Whim Witch"" once per turn. [ Monster Effect ]  This card can be treated as 2 Tributes for the Tribute Summon of a Pendulum Monster.",3,800,800,Spellcaster,DARK,Performapal
79967395,Performapal Whip Snake,Effect Monster,effect,Once per turn  during either player's Main Phase: You can target 1 face-up monster on the field; switch its current ATK and DEF until the end of this turn.,4,1700,900,Reptile,EARTH,Performapal
72924435,"Periallis, Empress of Blossoms",Synchro Monster,synchro,"1 Tuner + 1+ non-Tuner monsters  Gains 400 ATK for each Plant monster you control  except this card. During your Main Phase: You can Special Summon 1 Level 5 or higher Plant monster from your hand or GY in Defense Position  except ""Periallis  Empress of Blossoms"". You can only use this effect of ""Periallis  Empress of Blossoms"" once per turn.",7,1600,2400,Plant,LIGHT,
69764158,Peropero Cerperus,Effect Monster,effect,If you take damage by battle or an opponent's card effect while this card is in the GY: You can banish this card from the GY  then target 1 card on the field; destroy it.,3,0,1800,Beast,EARTH,
53936268,Personal Spoofing,Trap Card,trap,"Once per turn: You can shuffle 1 ""Altergeist"" card from your hand or face-up from your field into the Main Deck; add 1 ""Altergeist"" monster from your Deck to your hand.",,,,Continuous,,Altergeist
62472614,Pestilence,Spell Card,spell,Equip only to a Warrior-Type  Beast-Warrior-Type  or Spellcaster-Type monster. Its ATK becomes 0. During each of your Standby Phases  inflict 500 damage to the controller of the equipped monster.,,,,Equip,,
52624755,Peten the Dark Clown,Effect Monster,effect,"When this card is sent to your Graveyard: You can banish this card from your Graveyard; Special Summon 1 ""Peten the Dark Clown"" from your hand or Deck.",3,500,1200,Spellcaster,DARK,
38142739,Petit Angel,Normal Monster,normal,A quick-moving and tiny fairy that's very difficult to hit.,3,600,900,Fairy,LIGHT,
75356564,Petit Dragon,Normal Monster,normal,A very small dragon known for its vicious attacks.,2,600,700,Dragon,WIND,
58192742,Petit Moth,Normal Monster,normal,This small but deadly creature is better off avoided.,1,300,200,Insect,EARTH,
82946847,Petiteranodon,Effect Monster,effect,If this card is destroyed by a card effect and sent to the Graveyard: Special Summon 1 Level 4 or higher Dinosaur-Type monster from your Deck  but it cannot attack this turn.,2,500,500,Dinosaur,EARTH,
42709949,Phalanx Pike,Spell Card,spell,The equipped monster gains 900 ATK for each card in either Graveyard that has the same name it does.,,,,Equip,,
95463814,Phantasm Emperor Trilojig,Fusion Monster,fusion,"3 Level 10 monsters  If this card is Special Summoned  or if another monster is Special Summoned from the GY to your field while you control this monster: You can target 1 face-up monster your opponent controls; inflict damage to your opponent equal to half its original ATK. You can only use this effect of ""Phantasm Emperor Trilojig"" once per turn.",10,4000,4000,Fiend,DARK,Chaos Phantom
97795930,Phantasm Spiral Assault,Trap Card,trap,"Target 1 ""Phantasm Spiral Dragon"" you control; when it destroys 3 Effect Monsters your opponent controls  by battle  while equipped with 3 or more ""Phantasm Spiral"" Equip Spell Cards with different names  you win the Duel. If ""Umi"" is on the field  you can activate this card from your hand. If a Normal Monster(s) you control would be destroyed by battle or card effect  you can banish this card from your Graveyard instead.",,,,Normal,,Phantasm Spiral
34302287,Phantasm Spiral Battle,Trap Card,trap,"If all monsters you control are Normal Monsters (min. 1): Target 1 card your opponent controls; destroy it. If ""Umi"" is on the field  you can activate this card from your hand. You can banish this card from your Graveyard  then target 1 Normal Monster you control; equip that Normal Monster with all ""Phantasm Spiral"" Equip Spell Cards you control that can equip to it.",,,,Normal,,Phantasm Spiral
48308134,Phantasm Spiral Crash,Spell Card,spell,"Equip only to a Normal Monster. If the equipped monster attacks a Defense Position monster  inflict piercing battle damage to your opponent. When the equipped monster inflicts battle damage to your opponent: You can Special Summon 1 ""Phantasm Spiral Dragon"" from your hand  Deck  or Graveyard  and equip it with this card  then you can change 1 Attack Position monster your opponent controls to Defense Position. You can only use this effect of ""Phantasm Spiral Crash"" once per turn.",,,,Equip,,Phantasm Spiral
56649609,Phantasm Spiral Dragon,Normal Monster,normal,A ferocious serpent that was being hunted by Atlanteans. Battle-weary and ragged  it came upon an ancient light  and gained new strength for its battle. With its increased power  it launched an invasion of enemy territory with a renewed assault.,8,2900,2900,Wyrm,WATER,Atlantean
75702749,Phantasm Spiral Grip,Spell Card,spell,"Equip only to a Normal Monster. It gains 500 ATK. When the equipped monster destroys an opponent's monster by battle: You can Special Summon 1 ""Phantasm Spiral Dragon"" from your hand  Deck  or Graveyard  and equip it with this card  then inflict 1000 damage to your opponent. You can only use this effect of ""Phantasm Spiral Grip"" once per turn.",,,,Equip,,Phantasm Spiral
61397885,Phantasm Spiral Power,Trap Card,trap,"If all monsters you control are Normal Monsters (min. 1): Target 1 Effect Monster your opponent controls; until the end of this turn  it loses 1000 ATK and DEF  also it has its effects negated. If ""Umi"" is on the field  you can activate this card from your hand. You can banish this card from your Graveyard  then target 1 Normal Monster you control; equip 1 ""Phantasm Spiral"" Equip Spell Card from your hand or Graveyard to that Normal Monster.",,,,Normal,,Phantasm Spiral
2819436,Phantasm Spiral Token,Token,token,"Summoned by the effect of ""Pacifis  the Phantasm City"".",8,2000,2000,Wyrm,WATER,Phantasm Spiral
1197847,Phantasm Spiral Wave,Spell Card,spell,"Equip only to a Normal Monster. The first time the equipped monster would be destroyed by battle each turn  it is not destroyed. At the end of the Battle Phase  if the equipped monster battled: You can Special Summon 1 ""Phantasm Spiral Dragon"" from your hand  Deck  or Graveyard  and equip it with this card  then if they have any  your opponent discards 1 card. You can only use this effect of ""Phantasm Spiral Wave"" once per turn.",,,,Equip,,Phantasm Spiral
69890968,Phantasm Token,Token,token,"This card can be used as a ""Phantasm Token"".   *If used for another Token  apply that Token's Type/Attribute/Level/ATK/DEF.",1,1000,1000,Fiend,DARK,
90884403,Phantasmal Lord Ultimitl Bishbaalkin,Synchro Monster,synchro,"(This card's original Level is always treated as 12.) Cannot be Synchro Summoned. Must be Special Summoned (from your Extra Deck) by sending 2 Level 8 or higher monsters you control with the same Level to the Graveyard (1 Tuner and 1 non-Tuner)  and cannot be Special Summoned by other ways. Cannot be destroyed by card effects. This card gains 1000 ATK for each monster on the field. Once per turn  during either player's Main Phase: You can Special Summon the same number of ""Utchatzimime Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0) on each player's field in Defense Position  so as to Summon as many as possible  also this card cannot attack for the rest of this turn.",0,0,0,Dragon,DARK,
93224849,Phantasmal Martyr Token,Token,token,"This card can be used as a ""Phantasmal Martyr Token"".   *If used for another Token  apply that Token's Type/Attribute/Level/ATK/DEF.",1,0,0,Fiend,DARK,
93224848,Phantasmal Martyrs,Spell Card,spell,"Activate only while you have 2 or more cards in your hand  and control a face-up ""Uria  Lord of Searing Flames"" or ""Hamon  Lord of Striking Thunder"". Send your entire hand to the Graveyard to Special Summon 3 ""Phantasmal Martyr Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0) in Attack Position.",,,,Normal,,
101203014,Phantasmal Summoning Beast,Effect Monster,effect,"You can Tribute this card; add 1 ""Uria  Lord of Searing Flames""  ""Hamon  Lord of Striking Thunder""  or ""Raviel  Lord of Phantasms"" from your Deck or GY to your hand  then you can Special Summon 1 Level 10 Pyro  Thunder  or Fiend monster whose ATK equals its own DEF from your hand  ignoring its Summoning conditions  but it cannot attack directly this turn. You can banish this card from your GY; add 1 ""Dimension Fusion Destruction"" from your Deck to your hand. You can only use each effect of ""Phantasmal Summoning Beast"" once per turn.",7,0,0,Fiend,DARK,Phantasm
99792080,"Phantasos, the Dream Mirror Foe",Effect Monster,effect,"If this card is Special Summoned by the effect of a ""Dream Mirror"" monster: This card can attack directly this turn. During the Main or Battle Phase  if ""Dream Mirror of Joy"" is in a Field Zone (Quick Effect): You can Tribute this card; Special Summon 1 ""Phantasos  the Dream Mirror Friend"" from your Deck. You can only use each effect of ""Phantasos  the Dream Mirror Foe"" once per turn.",4,1900,900,Beast-Warrior,DARK,Dream Mirror
62393472,"Phantasos, the Dream Mirror Friend",Effect Monster,effect,"If this card is Special Summoned by the effect of a ""Dream Mirror"" monster: You can target 1 Level 8 or lower ""Dream Mirror"" monster in your GY  except ""Phantasos  the Dream Mirror Friend""; Special Summon it in Defense Position. During the Main or Battle Phase  if ""Dream Mirror of Terror"" is in a Field Zone (Quick Effect): You can Tribute this card; Special Summon 1 ""Phantasos  the Dream Mirror Foe"" from your Deck. You can only use each effect of ""Phantasos  the Dream Mirror Friend"" once per turn.",4,900,1900,Beast-Warrior,LIGHT,Dream Mirror
71181155,Phantom Beast Cross-Wing,Effect Monster,effect,"While this card is in the Graveyard  ""Gazelle the King of Mythical Beasts"" and all ""Phantom Beast"" monsters on the field gain 300 ATK.",4,1300,1300,Beast-Warrior,LIGHT,
70969517,Phantom Beast Rock-Lizard,Effect Monster,effect,"If you're Tributing a ""Phantom Beast"" monster or ""Gazelle the King of Mythical Beasts""  this card can be Normal Summoned with 1 Tribute. When this card destroys a monster by battle  inflict 500 damage to your opponent. When this card is destroyed and sent to the Graveyard by an opponent's card effect  inflict 2000 damage to your opponent.",7,2200,2000,Beast-Warrior,DARK,
34961968,Phantom Beast Thunder-Pegasus,Effect Monster,effect,"When your opponent's monster declares an attack  you can remove from play this card from your Graveyard to make the Battle Damage taken by 1 ""Gazelle the King of Mythical Beasts"" or ""Phantom Beast"" monster 0. When this happens  that monster is not destroyed by battle.",4,700,2000,Beast-Warrior,LIGHT,
7576264,Phantom Beast Wild-Horn,Effect Monster,effect,During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card  inflict the difference as Battle Damage to your opponent.,4,1700,0,Beast-Warrior,EARTH,
17189532,Phantom Bounzer,Effect Monster,effect,"If this card on the field is destroyed and sent to the Graveyard: You can add 2 ""Bounzer"" cards from your Deck to your hand.",6,2400,1200,Warrior,DARK,Bounzer
56605802,Phantom Cricket,Flip Effect Monster,effect,FLIP: Return 1 face-down monster from the field to the top of its owner's Deck.,2,300,1000,Insect,EARTH,
77603950,Phantom Dewan,Normal Monster,normal,A sorcerer that can paralyze an enemy with a single curse.,2,700,600,Spellcaster,DARK,
49879995,Phantom Dragon,Effect Monster,effect,When your opponent Special Summons a monster (except during the Damage Step): You can Special Summon this card from your hand. 2 of your Monster Card Zones cannot be used.,8,2300,2200,Dragon,LIGHT,
43191636,Phantom Dragonray Bronto,Gemini Monster,effect,This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field  you can Normal Summon it to have it be treated as an Effect Monster with this effect: ● The original ATK of this card becomes 2300. If this card attacks  it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn  except with a card effect.,4,1500,1000,Fish,WATER,
95113856,Phantom Fortress Enterblathnir,XYZ Monster,xyz,2 Level 9 monsters  Once per turn: You can detach 1 material from this card  then activate 1 of these effects;  ● Banish 1 card your opponent controls.  ● Banish 1 random card from your opponent's hand.  ● Banish 1 card from your opponent's GY.  ● Banish the top card of your opponent's Deck  face-up.,9,2900,2500,Machine,WIND,
61201220,Phantom Ghost,Normal Monster,normal,A vengeful spirit made up of many restless souls.,2,600,800,Zombie,DARK,
74852097,Phantom Gryphon,Normal Monster,normal,A legendary monster that dwells secretly in the mountains  fighting with the harpies over hunting grounds. A single wingbeat is said to cause the fiercest of storms.,4,2000,0,Winged Beast,WIND,Harpie
40555959,Phantom Hand,Trap Card,trap,"Once per turn  if you control a face-up ""Infernity"" monster(s)  you can remove from play all cards in your hand (face-down) until your next Standby Phase.",,,,Continuous,,Infernity
6901008,Phantom King Hydride,Tuner Monster,effect,If you use this card you control for a Synchro Summon  you can treat it as a non-Tuner monster.,3,1500,300,Fiend,DARK,
25542642,Phantom Knights' Fog Blade,Trap Card,trap,"Activate this card by targeting 1 Effect Monster on the field; negate that face-up monster's effects  that face-up monster cannot attack  also monsters cannot target that face-up monster for attacks. When it leaves the field  destroy this card. You can banish this card from your GY  then target 1 ""The Phantom Knights"" monster in your GY; Special Summon it  but banish it when it leaves the field. You can only use this effect of ""Phantom Knights' Fog Blade"" once per turn.",,,,Continuous,,Phantom Knights
88504133,Phantom Knights' Rank-Up-Magic Force,Spell Card,spell,"During the Main Phase: Banish 1 or more DARK monsters from your GY  then target 1 DARK Xyz Monster you control; Special Summon from your Extra Deck  1 ""The Phantom Knights""  ""Raidraptor""  or ""Xyz Dragon"" Xyz Monster  whose Rank equals that of the targeted monster you control + the number of monsters banished  by using it as material  also for the rest of this turn after this card resolves  you cannot Special Summon monsters from the Extra Deck  except Xyz Monsters. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) You can only activate 1 ""Phantom Knights' Rank-Up-Magic Force"" per turn.",,,,Quick-Play,,Phantom Knights
98153934,Phantom Knights' Spear,Spell Card,spell,"Each time your opponent activates a card or effect that targets a ""The Phantom Knights"" monster(s) you control  inflict 500 damage to your opponent immediately after it resolves. If a DARK monster you control would be destroyed by battle or an opponent's card effect  you can banish this card from your GY instead.",,,,Continuous,,Phantom Knights
61936647,Phantom Knights' Sword,Trap Card,trap,"Activate this card by targeting 1 face-up monster on the field; it gains 800 ATK  also if that target would be destroyed by battle or card effect  you can destroy this card instead. When it leaves the field  destroy this card. You can banish this card from your GY  then target 1 ""The Phantom Knights"" monster in your GY; Special Summon it  but banish it when it leaves the field. You can only use this effect of ""Phantom Knights' Sword"" once per turn.",,,,Continuous,,Phantom Knights
98431356,Phantom Knights' Wing,Trap Card,trap,"Target 1 face-up monster on the field; it gains 500 ATK  also the first time that target would be destroyed by battle or card effect this turn  it is not destroyed. You can banish this card from your GY  then target 1 ""The Phantom Knights"" monster in your GY; Special Summon it  but banish it when it leaves the field. You can only use this effect of ""Phantom Knights' Wing"" once per turn.",,,,Normal,,Phantom Knights
24103628,Phantom Magician,Effect Monster,effect,"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 ""HERO"" monster with 1000 or less ATK from your Deck in face-up Defense Position.",3,600,700,Spellcaster,DARK,HERO
30312361,Phantom of Chaos,Effect Monster,effect,Your opponent takes no battle damage from attacks involving this card. Once per turn: You can target 1 Effect Monster in your GY; banish that target  and if you do  until the End Phase  this card's name and original ATK become that monster's name and original ATK  and replace this effect with that monster's original effects. You must control this face-up card to activate and to resolve this effect.,4,0,0,Fiend,DARK,Chaos
12958919,Phantom Skyblaster,Effect Monster,effect,"When this card is Normal or Flip Summoned: You can Special Summon any number of ""Skyblaster Tokens"" (Fiend/DARK/Level 4/ATK 500/DEF 500)  up to the number of monsters you control. Once per turn  during your Standby Phase: You can inflict 300 damage to your opponent for each ""Skyblaster"" monster you control. ""Skyblaster"" monsters you control cannot declare an attack during the turn you activate this effect.",4,1100,800,Fiend,DARK,
1426715,Phantom Token,Token,token,"Special Summoned with the effect of ""Number 48: Shadow Lich"".",1,500,500,Fiend,DARK,
52550973,Pharaoh's Servant,Normal Monster,normal,An apparition of those said to formerly serve the Pharaoh. It has tremendous loyalty that does not waiver.,2,900,0,Zombie,DARK,
63571750,Pharaoh's Treasure,Trap Card,trap,Shuffle this card face-up into your Deck. If you draw this face-up card that was added to the Deck by this effect: Send it to the GY  then target 1 card in your GY  except this card; add that target to your hand.,,,,Normal,,
